epoch,grad_norm,learning_rate,loss,step,source_checkpoint
0.028975009054690328,1.1917307376861572,1.9713209733487836e-05,1.1153,100,checkpoint-5000
0.028975009054690328,1.1917307376861572,1.9713209733487836e-05,1.1153,100,checkpoint-6904
0.057950018109380656,1.445425033569336,1.9423522595596758e-05,0.8239,200,checkpoint-6904
0.057950018109380656,1.445425033569336,1.9423522595596758e-05,0.8239,200,checkpoint-5000
0.086925027164071,1.8102601766586304,1.913383545770568e-05,0.7892,300,checkpoint-5000
0.086925027164071,1.8102601766586304,1.913383545770568e-05,0.7892,300,checkpoint-6904
0.11590003621876131,1.6782795190811157,1.8844148319814602e-05,0.7631,400,checkpoint-6904
0.11590003621876131,1.6782795190811157,1.8844148319814602e-05,0.7631,400,checkpoint-5000
0.14487504527345166,1.590555191040039,1.8554461181923524e-05,0.7441,500,checkpoint-5000
0.14487504527345166,1.590555191040039,1.8554461181923524e-05,0.7441,500,checkpoint-6904
0.173850054328142,1.641392707824707,1.8264774044032446e-05,0.7309,600,checkpoint-6904
0.173850054328142,1.641392707824707,1.8264774044032446e-05,0.7309,600,checkpoint-5000
0.2028250633828323,2.002044677734375,1.7975086906141368e-05,0.7271,700,checkpoint-5000
0.2028250633828323,2.002044677734375,1.7975086906141368e-05,0.7271,700,checkpoint-6904
0.23180007243752263,1.9442094564437866,1.768539976825029e-05,0.7268,800,checkpoint-6904
0.23180007243752263,1.9442094564437866,1.768539976825029e-05,0.7268,800,checkpoint-5000
0.26077508149221296,2.025179147720337,1.7395712630359215e-05,0.7192,900,checkpoint-5000
0.26077508149221296,2.025179147720337,1.7395712630359215e-05,0.7192,900,checkpoint-6904
0.2897500905469033,2.128537178039551,1.7106025492468137e-05,0.7056,1000,checkpoint-6904
0.2897500905469033,2.128537178039551,1.7106025492468137e-05,0.7056,1000,checkpoint-5000
0.3187250996015936,2.0500197410583496,1.6816338354577056e-05,0.7048,1100,checkpoint-5000
0.3187250996015936,2.0500197410583496,1.6816338354577056e-05,0.7048,1100,checkpoint-6904
0.347700108656284,2.0898942947387695,1.652665121668598e-05,0.7054,1200,checkpoint-6904
0.347700108656284,2.0898942947387695,1.652665121668598e-05,0.7054,1200,checkpoint-5000
0.3766751177109743,2.194065809249878,1.6236964078794903e-05,0.6979,1300,checkpoint-5000
0.3766751177109743,2.194065809249878,1.6236964078794903e-05,0.6979,1300,checkpoint-6904
0.4056501267656646,2.2178828716278076,1.5947276940903825e-05,0.6922,1400,checkpoint-6904
0.4056501267656646,2.2178828716278076,1.5947276940903825e-05,0.6922,1400,checkpoint-5000
0.43462513582035495,2.2171003818511963,1.5657589803012747e-05,0.6845,1500,checkpoint-5000
0.43462513582035495,2.2171003818511963,1.5657589803012747e-05,0.6845,1500,checkpoint-6904
0.46360014487504525,2.2033259868621826,1.536790266512167e-05,0.6944,1600,checkpoint-6904
0.46360014487504525,2.2033259868621826,1.536790266512167e-05,0.6944,1600,checkpoint-5000
0.4925751539297356,2.2439050674438477,1.5078215527230593e-05,0.6915,1700,checkpoint-5000
0.4925751539297356,2.2439050674438477,1.5078215527230593e-05,0.6915,1700,checkpoint-6904
0.5215501629844259,2.7936010360717773,1.4788528389339513e-05,0.6833,1800,checkpoint-6904
0.5215501629844259,2.7936010360717773,1.4788528389339513e-05,0.6833,1800,checkpoint-5000
0.5505251720391162,1.9795585870742798,1.4498841251448437e-05,0.6862,1900,checkpoint-5000
0.5505251720391162,1.9795585870742798,1.4498841251448437e-05,0.6862,1900,checkpoint-6904
0.5795001810938066,2.193915843963623,1.4209154113557359e-05,0.6785,2000,checkpoint-6904
0.5795001810938066,2.193915843963623,1.4209154113557359e-05,0.6785,2000,checkpoint-5000
0.6084751901484969,2.271214485168457,1.3919466975666283e-05,0.6807,2100,checkpoint-5000
0.6084751901484969,2.271214485168457,1.3919466975666283e-05,0.6807,2100,checkpoint-6904
0.6374501992031872,2.380950927734375,1.3629779837775203e-05,0.6716,2200,checkpoint-6904
0.6374501992031872,2.380950927734375,1.3629779837775203e-05,0.6716,2200,checkpoint-5000
0.6664252082578775,2.158320188522339,1.3340092699884126e-05,0.6728,2300,checkpoint-5000
0.6664252082578775,2.158320188522339,1.3340092699884126e-05,0.6728,2300,checkpoint-6904
0.695400217312568,2.2362685203552246,1.3050405561993048e-05,0.6838,2400,checkpoint-6904
0.695400217312568,2.2362685203552246,1.3050405561993048e-05,0.6838,2400,checkpoint-5000
0.7243752263672583,2.443114757537842,1.276071842410197e-05,0.6804,2500,checkpoint-5000
0.7243752263672583,2.443114757537842,1.276071842410197e-05,0.6804,2500,checkpoint-6904
0.7533502354219486,2.525496244430542,1.2471031286210892e-05,0.6745,2600,checkpoint-6904
0.7533502354219486,2.525496244430542,1.2471031286210892e-05,0.6745,2600,checkpoint-5000
0.7823252444766389,2.402590036392212,1.2181344148319816e-05,0.6621,2700,checkpoint-5000
0.7823252444766389,2.402590036392212,1.2181344148319816e-05,0.6621,2700,checkpoint-6904
0.8113002535313292,2.7691268920898438,1.1891657010428738e-05,0.6598,2800,checkpoint-6904
0.8113002535313292,2.7691268920898438,1.1891657010428738e-05,0.6598,2800,checkpoint-5000
0.8402752625860196,2.325974941253662,1.160196987253766e-05,0.664,2900,checkpoint-5000
0.8402752625860196,2.325974941253662,1.160196987253766e-05,0.664,2900,checkpoint-6904
0.8692502716407099,2.4068620204925537,1.1312282734646582e-05,0.6739,3000,checkpoint-6904
0.8692502716407099,2.4068620204925537,1.1312282734646582e-05,0.6739,3000,checkpoint-5000
0.8982252806954002,2.2815072536468506,1.1022595596755506e-05,0.6724,3100,checkpoint-5000
0.8982252806954002,2.2815072536468506,1.1022595596755506e-05,0.6724,3100,checkpoint-6904
0.9272002897500905,2.5188043117523193,1.0732908458864428e-05,0.6652,3200,checkpoint-6904
0.9272002897500905,2.5188043117523193,1.0732908458864428e-05,0.6652,3200,checkpoint-5000
0.9561752988047809,2.66477632522583,1.044322132097335e-05,0.6613,3300,checkpoint-6904
0.9561752988047809,2.66477632522583,1.044322132097335e-05,0.6613,3300,checkpoint-5000
0.9851503078594712,2.6589579582214355,1.0153534183082272e-05,0.6562,3400,checkpoint-5000
0.9851503078594712,2.6589579582214355,1.0153534183082272e-05,0.6562,3400,checkpoint-6904
1.0139080043462514,2.658343553543091,9.863847045191194e-06,0.657,3500,checkpoint-6904
1.0139080043462514,2.658343553543091,9.863847045191194e-06,0.657,3500,checkpoint-5000
1.0428830134009417,2.282470703125,9.574159907300117e-06,0.6594,3600,checkpoint-5000
1.0428830134009417,2.282470703125,9.574159907300117e-06,0.6594,3600,checkpoint-6904
1.071858022455632,2.374041795730591,9.28447276940904e-06,0.6559,3700,checkpoint-6904
1.071858022455632,2.374041795730591,9.28447276940904e-06,0.6559,3700,checkpoint-5000
1.1008330315103223,2.7341277599334717,8.994785631517961e-06,0.6563,3800,checkpoint-5000
1.1008330315103223,2.7341277599334717,8.994785631517961e-06,0.6563,3800,checkpoint-6904
1.1298080405650126,2.4784247875213623,8.705098493626883e-06,0.6563,3900,checkpoint-6904
1.1298080405650126,2.4784247875213623,8.705098493626883e-06,0.6563,3900,checkpoint-5000
1.158783049619703,2.5090560913085938,8.415411355735807e-06,0.656,4000,checkpoint-5000
1.158783049619703,2.5090560913085938,8.415411355735807e-06,0.656,4000,checkpoint-6904
1.1877580586743934,2.5498626232147217,8.125724217844727e-06,0.6559,4100,checkpoint-6904
1.1877580586743934,2.5498626232147217,8.125724217844727e-06,0.6559,4100,checkpoint-5000
1.2167330677290837,2.4859213829040527,7.836037079953651e-06,0.6505,4200,checkpoint-5000
1.2167330677290837,2.4859213829040527,7.836037079953651e-06,0.6505,4200,checkpoint-6904
1.245708076783774,2.720897674560547,7.546349942062573e-06,0.6604,4300,checkpoint-6904
1.245708076783774,2.720897674560547,7.546349942062573e-06,0.6604,4300,checkpoint-5000
1.2746830858384643,2.7217626571655273,7.256662804171496e-06,0.6453,4400,checkpoint-5000
1.2746830858384643,2.7217626571655273,7.256662804171496e-06,0.6453,4400,checkpoint-6904
1.3036580948931547,2.5173351764678955,6.966975666280418e-06,0.6497,4500,checkpoint-6904
1.3036580948931547,2.5173351764678955,6.966975666280418e-06,0.6497,4500,checkpoint-5000
1.332633103947845,2.571887969970703,6.67728852838934e-06,0.6498,4600,checkpoint-5000
1.332633103947845,2.571887969970703,6.67728852838934e-06,0.6498,4600,checkpoint-6904
1.3616081130025353,2.5521693229675293,6.387601390498263e-06,0.6527,4700,checkpoint-6904
1.3616081130025353,2.5521693229675293,6.387601390498263e-06,0.6527,4700,checkpoint-5000
1.3905831220572256,2.2825498580932617,6.097914252607185e-06,0.654,4800,checkpoint-5000
1.3905831220572256,2.2825498580932617,6.097914252607185e-06,0.654,4800,checkpoint-6904
1.4195581311119159,2.851254463195801,5.8082271147161075e-06,0.6474,4900,checkpoint-6904
1.4195581311119159,2.851254463195801,5.8082271147161075e-06,0.6474,4900,checkpoint-5000
1.4485331401666062,2.4995620250701904,5.5185399768250295e-06,0.6423,5000,checkpoint-5000
1.4485331401666062,2.4995620250701904,5.5185399768250295e-06,0.6423,5000,checkpoint-6904
1.4775081492212967,2.9123425483703613,5.228852838933952e-06,0.6366,5100,checkpoint-6904
1.506483158275987,2.749101161956787,4.939165701042874e-06,0.6487,5200,checkpoint-6904
1.5354581673306773,2.7181568145751953,4.649478563151796e-06,0.6464,5300,checkpoint-6904
1.5644331763853676,2.7429447174072266,4.359791425260719e-06,0.644,5400,checkpoint-6904
1.593408185440058,2.858933687210083,4.070104287369641e-06,0.6382,5500,checkpoint-6904
1.6223831944947484,2.806642532348633,3.7804171494785636e-06,0.6466,5600,checkpoint-6904
1.6513582035494387,2.641045331954956,3.490730011587486e-06,0.6374,5700,checkpoint-6904
1.680333212604129,2.758877992630005,3.2010428736964084e-06,0.6453,5800,checkpoint-6904
1.7093082216588193,2.6853432655334473,2.911355735805331e-06,0.6428,5900,checkpoint-6904
1.7382832307135097,2.7798867225646973,2.6216685979142524e-06,0.6458,6000,checkpoint-6904
1.7672582397682,2.525317907333374,2.331981460023175e-06,0.6449,6100,checkpoint-6904
1.7962332488228903,2.6764659881591797,2.0422943221320976e-06,0.6414,6200,checkpoint-6904
1.8252082578775806,2.7948548793792725,1.7526071842410198e-06,0.638,6300,checkpoint-6904
1.8541832669322709,2.5613937377929688,1.462920046349942e-06,0.6349,6400,checkpoint-6904
1.8831582759869612,2.8465754985809326,1.1732329084588644e-06,0.6451,6500,checkpoint-6904
1.9121332850416515,2.7521486282348633,8.835457705677869e-07,0.6383,6600,checkpoint-6904
1.9411082940963418,2.7715532779693604,5.938586326767092e-07,0.641,6700,checkpoint-6904
1.970083303151032,2.6416566371917725,3.0417149478563155e-07,0.6389,6800,checkpoint-6904
1.9990583122057226,2.654620885848999,1.4484356894553885e-08,0.6481,6900,checkpoint-6904
